account_id,customer_id,account_type,currency,opened_on,closed_on,overdraft_limit
2819,2,current,GBP,2025-06-06,,250.00
2820,181,current,GBP,2024-02-05,,0.00
2821,2,savings,GBP,2025-01-16,2025-12-13,0.00
2822,39,credit_card,USD,2025-05-15,,0.00
2823,15,current,GBP,2025-10-24,,0.00
2824,34,current,GBP,2024-12-17,,500.00
2825,903,current,EUR,2025-03-23,,250.00
2826,2,current,USD,2025-11-22,,1000.00
2827,589,credit_card,GBP,2024-02-20,,0.00
2828,2,current,GBP,2025-06-03,,250.00
2829,195,savings,GBP,2025-03-06,2026-06-15,0.00
2830,88,savings,GBP,2025-08-26,,0.00
2831,3,current,GBP,2025-09-26,,2000.00
2832,1,credit_card,EUR,2025-06-21,,0.00
2833,8,savings,USD,2025-10-17,,0.00
2834,995,credit_card,USD,2025-03-28,,0.00
2835,3,loan,GBP,2024-12-16,,0.00
2836,33,current,USD,2025-03-19,,1000.00
2837,5585,credit_card,USD,2024-05-15,,0.00
2838,103,credit_card,GBP,2024-09-11,,0.00
2839,21,current,USD,2024-01-14,,1000.00
2840,60,savings,GBP,2025-07-25,,0.00
2841,1,current,GBP,2024-05-04,,500.00
2842,1165,savings,GBP,2025-11-26,,0.00
2843,1358,current,EUR,2024-03-11,,1000.00
2844,2014,loan,GBP,2025-01-30,,0.00
2845,4,loan,USD,2025-11-13,,0.00
2846,1,savings,GBP,2025-06-04,,0.00
2847,1,current,GBP,2025-02-25,,0.00
2848,65,credit_card,USD,2025-10-07,,0.00
2849,11,savings,GBP,2024-08-23,2025-01-02,0.00
2850,4605,current,GBP,2024-03-16,,0.00
2851,1,savings,EUR,2024-08-11,,0.00
2852,1,current,GBP,2024-12-03,2025-07-22,500.00
2853,228,savings,EUR,2025-05-03,,0.00
2854,1,current,USD,2024-09-23,2024-11-05,2000.00
2855,3,current,GBP,2024-01-22,,500.00
2856,1,savings,GBP,2024-07-01,,0.00
2857,7,current,USD,2025-12-05,,1000.00
2858,203,current,EUR,2025-12-27,,1000.00
2859,3,savings,GBP,2024-10-13,,0.00
2860,410,credit_card,GBP,2025-08-10,,0.00
2861,75,current,USD,2025-12-14,,2000.00
2862,9,credit_card,USD,2024-08-14,,0.00
2863,1,current,GBP,2025-07-17,,1000.00
2864,978,current,USD,2024-01-10,,250.00
2865,142,savings,USD,2025-03-10,,0.00
2866,1,current,GBP,2024-02-06,,2000.00
2867,19,current,GBP,2024-07-02,,0.00
2868,3,current,GBP,2025-04-27,,250.00
2869,32,savings,USD,2024-06-28,,0.00
2870,44,current,GBP,2024-06-01,,2000.00
2871,1,savings,GBP,2024-04-06,,0.00
2872,29,current,EUR,2025-12-13,,1000.00
2873,7850,current,GBP,2025-11-28,,250.00
2874,13,savings,EUR,2024-10-19,,0.00
2875,63,savings,GBP,2025-09-13,,0.00
2876,5,credit_card,GBP,2025-05-10,,0.00
2877,863,current,GBP,2025-10-17,,2000.00
2878,5098,savings,GBP,2024-05-08,,0.00
2879,23,current,GBP,2024-03-26,,1000.00
2880,3,current,GBP,2025-05-18,,2000.00
2881,8,savings,GBP,2024-10-05,,0.00
2882,2,current,GBP,2024-09-12,,250.00
2883,144,savings,USD,2025-01-29,,0.00
2884,501,savings,GBP,2025-05-28,,0.00
2885,1,current,EUR,2025-09-28,,500.00
2886,17,current,USD,2024-08-17,,0.00
2887,203,loan,GBP,2025-02-04,,0.00
2888,199,credit_card,GBP,2024-05-23,,0.00
2889,1729,current,EUR,2024-09-02,,2000.00
2890,2,savings,GBP,2024-10-24,,0.00
2891,51,current,EUR,2024-01-29,,2000.00
2892,1,savings,GBP,2024-01-07,,0.00
2893,973,loan,EUR,2025-02-26,2025-11-28,0.00
2894,4,savings,GBP,2024-04-11,,0.00
2895,843,current,GBP,2024-11-18,,0.00
2896,6605,current,GBP,2025-12-31,2027-02-03,1000.00
2897,2,savings,GBP,2024-07-29,,0.00
2898,1094,loan,GBP,2025-11-16,,0.00
2899,24,current,GBP,2024-08-04,,2000.00
2900,3711,credit_card,USD,2025-02-23,,0.00
2901,74,savings,GBP,2025-09-24,,0.00
2902,96,current,USD,2025-04-25,,2000.00
2903,1,savings,GBP,2024-11-15,2025-05-16,0.00
2904,423,savings,GBP,2025-07-12,,0.00
2905,2,current,EUR,2024-02-29,,2000.00
2906,1,credit_card,GBP,2025-10-11,,0.00
2907,1,current,EUR,2024-12-23,,2000.00
2908,1,savings,GBP,2024-07-18,,0.00
2909,3868,credit_card,EUR,2025-10-09,,0.00
2910,21,savings,GBP,2024-11-16,,0.00
2911,1063,savings,GBP,2024-12-08,,0.00
2912,5,credit_card,GBP,2024-05-22,,0.00
2913,14,savings,USD,2024-06-03,,0.00
2914,382,credit_card,GBP,2025-12-11,,0.00
2915,425,savings,GBP,2024-11-11,,0.00
2916,3,savings,GBP,2024-01-24,,0.00
2917,34,current,USD,2024-07-29,,250.00
2918,743,current,GBP,2025-02-20,,2000.00
2919,17,loan,EUR,2024-12-29,,0.00
2920,1,savings,GBP,2024-08-08,2025-01-27,0.00
2921,7,loan,GBP,2024-07-01,,0.00
2922,14,savings,GBP,2025-09-04,,0.00
2923,1,current,GBP,2024-10-31,,1000.00
2924,7,current,USD,2024-11-03,,500.00
2925,17,current,EUR,2024-10-16,,1000.00
2926,5,savings,GBP,2025-01-06,,0.00
2927,3,credit_card,GBP,2025-08-02,,0.00
2928,23,current,GBP,2025-05-29,,2000.00
2929,14,savings,GBP,2025-01-14,,0.00
2930,52,current,GBP,2025-04-19,,2000.00
2931,914,savings,GBP,2024-06-25,,0.00
2932,305,savings,USD,2025-06-16,2025-10-16,0.00
2933,9,current,GBP,2024-06-29,,1000.00
2934,14,current,GBP,2024-11-04,,1000.00
2935,3725,savings,GBP,2025-08-10,,0.00
2936,8,current,GBP,2024-02-24,,1000.00
2937,1,credit_card,USD,2025-09-18,,0.00
2938,212,credit_card,GBP,2024-12-03,,0.00
2939,23,current,EUR,2025-03-07,,0.00
2940,17,current,GBP,2024-07-02,,250.00
2941,3,current,GBP,2025-07-20,,2000.00
2942,2,current,GBP,2024-05-13,,2000.00
2943,8335,current,GBP,2024-07-10,,500.00
2944,193,credit_card,USD,2024-01-27,,0.00
2945,41,credit_card,USD,2024-12-29,,0.00
2946,331,credit_card,GBP,2024-03-30,,0.00
2947,6933,loan,USD,2024-05-05,,0.00
2948,8,savings,USD,2025-12-13,2026-12-25,0.00
2949,1242,savings,EUR,2024-04-27,,0.00
2950,1,credit_card,USD,2024-04-30,,0.00
2951,2,savings,GBP,2024-11-07,,0.00
2952,9,current,GBP,2024-10-28,,0.00
2953,327,savings,GBP,2024-03-10,,0.00
2954,1,current,GBP,2024-11-29,,0.00
2955,352,current,USD,2024-02-06,,250.00
2956,239,current,EUR,2025-06-03,,2000.00
2957,1,savings,EUR,2024-12-13,,0.00
2958,1,credit_card,GBP,2024-05-25,,0.00
2959,5,current,EUR,2024-04-16,,500.00
2960,129,savings,EUR,2024-03-13,,0.00
2961,7001,savings,GBP,2025-12-10,,0.00
2962,3,current,USD,2025-12-11,,2000.00
2963,23,savings,GBP,2025-10-11,,0.00
2964,1,savings,USD,2024-04-04,,0.00
2965,1,loan,USD,2024-05-10,,0.00
2966,35,credit_card,USD,2025-12-21,2026-08-10,0.00
2967,252,credit_card,GBP,2024-06-25,,0.00
2968,872,savings,EUR,2024-06-10,,0.00
2969,2,current,EUR,2025-03-22,,250.00
2970,16,current,GBP,2025-06-20,,250.00
2971,4,current,EUR,2025-10-22,,1000.00
2972,262,credit_card,GBP,2024-10-28,,0.00
2973,1,credit_card,EUR,2025-03-10,,0.00
2974,44,current,GBP,2024-07-26,,250.00
2975,1,current,USD,2025-04-17,,250.00
2976,220,savings,GBP,2025-11-11,,0.00
2977,8835,current,GBP,2025-05-10,,500.00
2978,135,savings,USD,2024-07-22,,0.00
2979,192,current,USD,2024-10-02,,0.00
2980,238,savings,GBP,2024-03-04,,0.00
2981,368,savings,EUR,2024-09-10,,0.00
2982,114,current,USD,2025-11-09,2025-12-26,500.00
2983,1,current,USD,2024-11-11,2025-05-06,500.00
2984,3942,current,GBP,2024-12-05,,0.00
2985,8494,savings,GBP,2025-07-28,,0.00
2986,126,savings,GBP,2025-10-25,,0.00
2987,508,current,GBP,2025-04-14,,0.00
2988,286,current,EUR,2025-05-09,,500.00
2989,197,current,GBP,2025-08-07,,0.00
2990,1,credit_card,GBP,2024-07-06,,0.00
2991,3,savings,GBP,2025-03-06,,0.00
2992,1627,current,GBP,2024-08-28,,500.00
2993,288,credit_card,GBP,2025-06-27,,0.00
2994,11,savings,GBP,2024-07-26,,0.00
2995,1,current,EUR,2024-11-26,,500.00
2996,13,savings,USD,2024-02-11,2025-04-19,0.00
2997,82,savings,GBP,2024-01-09,,0.00
2998,5836,savings,EUR,2024-09-05,,0.00
2999,3,loan,GBP,2025-01-01,2026-02-26,0.00
3000,4,credit_card,GBP,2024-02-03,,0.00
3001,19,savings,GBP,2025-02-04,,0.00
3002,345,credit_card,GBP,2024-04-12,,0.00
3003,7676,savings,GBP,2024-08-08,,0.00
3004,6172,current,GBP,2025-11-10,,2000.00
3005,370,current,GBP,2024-03-28,,1000.00
3006,4495,savings,GBP,2024-06-15,,0.00
3007,24,savings,GBP,2025-05-23,,0.00
3008,1,current,GBP,2025-08-02,,250.00
3009,5,current,GBP,2025-11-09,,1000.00
3010,228,credit_card,GBP,2024-11-01,,0.00
3011,1,savings,GBP,2024-06-07,,0.00
3012,322,current,GBP,2025-12-05,,1000.00
3013,1,savings,GBP,2025-04-08,,0.00
3014,695,savings,USD,2024-09-25,,0.00
3015,2,loan,GBP,2025-06-05,,0.00
3016,1,current,USD,2024-05-01,,250.00
3017,10,current,GBP,2025-10-10,,250.00
3018,1,current,GBP,2025-05-06,,1000.00
3019,1,current,GBP,2024-12-18,,0.00
3020,2500,current,USD,2024-10-30,,500.00
3021,167,current,GBP,2025-11-29,,250.00
3022,41,current,EUR,2024-11-12,,1000.00
3023,2866,savings,USD,2025-11-25,,0.00
3024,5316,current,GBP,2025-06-15,,250.00
3025,2751,current,EUR,2024-03-18,,500.00
3026,9,credit_card,GBP,2024-06-11,,0.00
3027,8,savings,USD,2025-11-15,,0.00
3028,81,loan,GBP,2024-08-21,,0.00
3029,32,savings,GBP,2025-10-15,,0.00
3030,2218,savings,GBP,2025-08-13,,0.00
3031,23,loan,USD,2025-10-19,,0.00
3032,7427,credit_card,GBP,2025-04-23,,0.00
3033,74,savings,GBP,2024-06-26,,0.00
3034,3,savings,EUR,2024-11-01,,0.00
3035,40,credit_card,GBP,2025-04-14,2026-08-19,0.00
3036,3,current,EUR,2025-01-02,,0.00
3037,1,current,GBP,2024-07-19,,2000.00
3038,69,loan,GBP,2025-09-07,2026-01-22,0.00
3039,3046,savings,GBP,2024-09-08,,0.00
3040,5,current,GBP,2024-12-26,,500.00
3041,6,current,GBP,2024-12-20,,250.00
3042,2,loan,GBP,2025-10-22,,0.00
3043,1598,current,EUR,2024-11-05,,2000.00
3044,27,current,GBP,2024-02-29,,1000.00
3045,98,savings,EUR,2025-08-06,,0.00
3046,3,savings,USD,2025-09-19,,0.00
3047,43,credit_card,EUR,2024-02-19,,0.00
3048,5,current,USD,2025-08-27,,2000.00
3049,2418,current,GBP,2025-09-13,,500.00
3050,3837,credit_card,EUR,2024-11-13,,0.00
3051,22,credit_card,EUR,2024-04-15,,0.00
3052,311,loan,GBP,2025-08-26,,0.00
3053,68,loan,GBP,2025-08-07,2025-12-26,0.00
3054,365,savings,GBP,2025-04-25,,0.00
3055,4,current,EUR,2024-11-02,,250.00
3056,1,loan,EUR,2024-02-29,,0.00
3057,14,loan,EUR,2024-11-23,,0.00
3058,1,current,USD,2025-03-27,,1000.00
3059,241,savings,GBP,2024-11-24,,0.00
3060,1,current,GBP,2025-06-07,,1000.00
3061,1,savings,GBP,2025-08-11,,0.00
3062,6141,savings,GBP,2025-12-02,,0.00
3063,1,savings,GBP,2025-12-02,,0.00
3064,1,savings,GBP,2025-12-10,,0.00
3065,162,current,USD,2025-09-23,,0.00
3066,17,savings,GBP,2025-04-03,,0.00
3067,57,credit_card,GBP,2024-07-28,,0.00
3068,2,current,USD,2025-07-22,,2000.00
3069,2,savings,EUR,2024-03-25,2024-05-28,0.00
3070,24,current,GBP,2024-07-28,,1000.00
3071,2276,current,GBP,2025-04-01,,0.00
3072,2,current,GBP,2024-02-02,,2000.00
3073,5,savings,GBP,2025-10-06,,0.00
3074,1,savings,GBP,2024-10-25,,0.00
3075,11,current,GBP,2024-01-04,,0.00
3076,7093,credit_card,GBP,2024-07-22,,0.00
3077,358,credit_card,GBP,2024-09-23,,0.00
3078,89,credit_card,GBP,2025-04-08,,0.00
3079,684,current,GBP,2024-10-03,,1000.00
3080,42,loan,GBP,2025-04-21,,0.00
3081,2934,loan,USD,2025-11-04,,0.00
3082,1,current,USD,2025-11-01,,2000.00
3083,6,current,GBP,2025-09-06,,2000.00
3084,12,current,GBP,2024-10-10,,2000.00
3085,42,savings,GBP,2025-11-23,,0.00
3086,2301,savings,USD,2025-11-24,2027-02-24,0.00
3087,3693,current,EUR,2024-08-10,,0.00
3088,23,credit_card,GBP,2025-04-14,,0.00
3089,79,current,GBP,2024-02-29,,500.00
3090,2,current,GBP,2024-09-05,,0.00
3091,753,current,USD,2024-05-28,,2000.00
3092,129,savings,GBP,2025-08-25,,0.00
3093,2,credit_card,GBP,2025-08-24,,0.00
3094,3,current,USD,2024-01-21,,250.00
3095,3,current,EUR,2025-06-17,,0.00
3096,16,current,GBP,2025-07-05,,0.00
3097,2,savings,GBP,2025-10-22,,0.00
3098,35,current,GBP,2024-01-27,,250.00
3099,36,current,EUR,2024-07-26,2025-11-24,500.00
3100,2,credit_card,USD,2025-10-08,,0.00
3101,13,credit_card,USD,2025-08-02,,0.00
3102,4,current,GBP,2024-01-11,,2000.00
3103,137,loan,GBP,2025-01-04,,0.00
3104,13,savings,USD,2025-04-23,,0.00
3105,12,savings,GBP,2024-08-12,,0.00
3106,987,savings,GBP,2024-06-16,,0.00
3107,1,savings,GBP,2025-06-17,,0.00
3108,51,current,USD,2025-01-16,2025-11-17,0.00
3109,4,current,GBP,2025-12-15,,0.00
3110,485,savings,USD,2024-03-14,,0.00
3111,5,current,GBP,2024-04-13,,2000.00
3112,4942,savings,USD,2025-05-20,,0.00
3113,1,savings,GBP,2024-06-08,,0.00
3114,565,savings,EUR,2025-10-22,,0.00
3115,3,credit_card,GBP,2025-06-14,,0.00
3116,103,current,GBP,2024-07-27,,250.00
3117,936,current,USD,2025-08-03,,1000.00
3118,2,current,GBP,2024-03-31,,1000.00
3119,26,current,GBP,2024-11-12,,250.00
3120,2,loan,GBP,2024-06-21,,0.00
3121,2,savings,EUR,2024-06-26,,0.00
3122,36,current,GBP,2025-07-17,,0.00
3123,651,current,GBP,2024-02-29,,0.00
3124,19,current,USD,2025-01-11,,0.00
3125,8528,current,EUR,2025-01-18,,500.00
3126,21,savings,GBP,2025-11-18,,0.00
3127,2,current,USD,2024-04-01,,500.00
3128,2,current,EUR,2025-10-18,,2000.00
3129,2,current,GBP,2025-05-16,2026-02-16,0.00
3130,333,savings,GBP,2025-02-01,,0.00
3131,3575,current,GBP,2024-08-30,,1000.00
3132,25,current,GBP,2025-06-01,,0.00
3133,10,current,USD,2025-03-19,,0.00
3134,1493,loan,GBP,2024-08-28,,0.00
3135,39,loan,GBP,2024-01-05,,0.00
3136,326,current,GBP,2024-09-05,,500.00
3137,1479,current,USD,2024-09-30,,0.00
3138,1,savings,USD,2025-03-30,,0.00
3139,2,savings,EUR,2025-10-21,,0.00
3140,314,savings,USD,2025-09-23,,0.00
3141,406,savings,EUR,2024-03-26,,0.00
3142,4,current,GBP,2025-12-04,,500.00
3143,1488,savings,USD,2024-01-03,,0.00
3144,13,credit_card,USD,2024-10-09,,0.00
3145,7,loan,EUR,2024-11-10,,0.00
3146,8662,current,GBP,2024-09-06,,250.00
3147,828,savings,GBP,2025-10-31,2026-12-13,0.00
3148,715,loan,GBP,2025-08-31,,0.00
3149,2,current,GBP,2025-05-05,,250.00
3150,60,savings,GBP,2024-12-20,,0.00
3151,6298,current,GBP,2025-01-04,,250.00
3152,660,savings,EUR,2024-02-01,,0.00
3153,1735,current,GBP,2024-08-26,,500.00
3154,494,loan,EUR,2024-12-05,,0.00
3155,12,current,USD,2025-10-27,,0.00
3156,22,current,GBP,2025-08-28,,1000.00
3157,1,credit_card,GBP,2025-01-19,,0.00
3158,15,current,GBP,2025-11-11,,1000.00
3159,4136,current,GBP,2024-05-28,,500.00
3160,3,current,GBP,2025-08-13,,0.00
3161,3,current,USD,2024-09-12,,1000.00
3162,1,savings,EUR,2024-12-08,,0.00
3163,3394,current,GBP,2024-11-04,,0.00
3164,14,loan,GBP,2024-08-13,,0.00
3165,31,current,USD,2025-10-04,,0.00
3166,111,loan,USD,2025-08-24,,0.00
3167,772,current,EUR,2025-06-25,,1000.00
3168,281,savings,GBP,2024-12-19,,0.00
3169,7,savings,GBP,2024-07-03,,0.00
3170,3,current,GBP,2025-11-09,,2000.00
3171,30,loan,GBP,2024-11-28,,0.00
3172,2,current,GBP,2025-12-19,,2000.00
3173,5435,credit_card,GBP,2024-04-08,,0.00
3174,5,current,GBP,2024-11-21,,250.00
3175,105,current,GBP,2025-03-04,,0.00
3176,8,current,EUR,2024-06-10,,250.00
3177,2,savings,USD,2024-06-17,,0.00
3178,1107,credit_card,GBP,2024-08-09,2025-06-09,0.00
3179,237,credit_card,EUR,2024-02-27,,0.00
3180,4,current,GBP,2024-08-29,,500.00
3181,3626,current,EUR,2025-06-09,,1000.00
3182,30,current,GBP,2024-01-13,,2000.00
3183,2,savings,GBP,2025-08-21,,0.00
3184,12,current,GBP,2025-01-24,,0.00
3185,2670,savings,GBP,2024-07-03,2025-10-17,0.00
3186,1,savings,GBP,2024-02-23,,0.00
3187,85,loan,GBP,2025-09-25,,0.00
3188,2,credit_card,GBP,2024-08-29,,0.00
3189,3,current,GBP,2025-12-04,,250.00
3190,48,savings,GBP,2025-01-11,,0.00
3191,14,current,USD,2024-06-02,,250.00
3192,2,loan,EUR,2024-09-03,,0.00
3193,13,current,USD,2024-04-11,,250.00
3194,4,savings,GBP,2024-08-22,,0.00
3195,1,loan,GBP,2024-03-02,,0.00
3196,994,current,GBP,2024-07-13,,1000.00
3197,852,savings,GBP,2025-11-29,,0.00
3198,4,current,GBP,2025-12-11,2026-01-15,1000.00
3199,4187,current,GBP,2025-01-14,,1000.00
3200,3,credit_card,USD,2024-11-16,,0.00
3201,180,credit_card,GBP,2025-10-07,,0.00
3202,2093,savings,GBP,2024-12-01,,0.00
3203,9,credit_card,GBP,2025-02-02,2026-02-19,0.00
3204,4,savings,GBP,2025-12-06,,0.00
3205,1666,savings,GBP,2025-03-31,,0.00
3206,6,current,GBP,2024-07-04,2025-08-18,0.00
3207,485,current,GBP,2024-12-08,,500.00
3208,92,credit_card,GBP,2024-01-07,,0.00
3209,1120,current,EUR,2024-12-09,,2000.00
3210,772,current,GBP,2024-01-30,,250.00
3211,13,current,GBP,2025-01-06,,250.00
3212,102,savings,GBP,2024-06-11,,0.00
3213,3,current,USD,2025-08-15,,0.00
3214,8,loan,USD,2024-02-09,,0.00
3215,13,credit_card,USD,2025-11-22,,0.00
3216,96,credit_card,GBP,2024-06-30,,0.00
3217,3020,current,GBP,2025-03-13,,0.00
3218,2,current,GBP,2024-07-08,,250.00
3219,4,credit_card,EUR,2025-11-27,,0.00
3220,6,savings,EUR,2024-03-12,,0.00
3221,18,credit_card,EUR,2024-06-19,,0.00
3222,490,savings,GBP,2025-08-28,,0.00
3223,3027,credit_card,EUR,2025-08-18,,0.00
3224,307,current,USD,2024-10-12,,250.00
3225,12,current,GBP,2024-04-17,,250.00
3226,125,current,USD,2024-11-14,,250.00
3227,226,current,GBP,2025-06-27,,250.00
3228,97,current,GBP,2024-02-15,,0.00
3229,3,loan,EUR,2024-11-29,,0.00
3230,77,credit_card,GBP,2025-05-10,,0.00
3231,18,loan,EUR,2024-04-26,2025-06-22,0.00
3232,6,credit_card,GBP,2025-11-28,,0.00
3233,26,savings,GBP,2024-06-23,,0.00
3234,160,savings,GBP,2024-03-05,,0.00
3235,51,credit_card,USD,2025-11-19,,0.00
3236,125,current,GBP,2025-01-20,,0.00
3237,1,savings,EUR,2024-05-15,2024-09-02,0.00
3238,5,current,GBP,2024-11-07,,500.00
3239,232,savings,USD,2024-04-19,,0.00
3240,3,credit_card,USD,2024-06-10,,0.00
3241,425,current,USD,2024-07-26,,500.00
3242,2,current,USD,2025-10-20,2026-07-19,1000.00
3243,51,credit_card,EUR,2024-02-29,,0.00
3244,3702,credit_card,GBP,2025-08-16,,0.00
3245,671,current,USD,2024-05-16,,2000.00
3246,4,savings,GBP,2024-12-30,,0.00
3247,1,current,GBP,2025-05-03,,500.00
3248,7817,credit_card,USD,2024-02-04,,0.00
3249,16,current,GBP,2025-09-12,,2000.00
3250,1,savings,USD,2025-05-23,,0.00
3251,9,savings,GBP,2025-07-12,,0.00
3252,4,current,USD,2024-09-07,,2000.00
3253,466,current,USD,2025-06-08,,250.00
3254,2055,current,GBP,2024-12-21,,1000.00
3255,23,current,GBP,2025-12-01,,500.00
3256,93,loan,GBP,2025-08-01,,0.00
3257,20,current,USD,2025-01-22,,250.00
3258,2,credit_card,GBP,2024-09-11,,0.00
3259,1,current,GBP,2025-11-14,,0.00
3260,2,current,GBP,2025-02-28,,500.00
3261,4,current,GBP,2024-06-03,,0.00
3262,261,savings,GBP,2025-06-05,,0.00
3263,14,savings,GBP,2025-01-24,2026-03-26,0.00
3264,9,savings,GBP,2025-12-07,,0.00
3265,1786,credit_card,GBP,2024-11-14,,0.00
3266,41,loan,GBP,2025-07-31,,0.00
3267,123,savings,GBP,2024-03-10,,0.00
3268,4,current,GBP,2024-06-16,,500.00
3269,617,current,EUR,2024-03-01,,2000.00
3270,6342,current,GBP,2025-09-06,,2000.00
3271,19,savings,GBP,2024-07-24,,0.00
3272,689,savings,GBP,2024-03-12,,0.00
3273,30,credit_card,USD,2025-03-09,,0.00
3274,17,savings,GBP,2024-09-01,,0.00
3275,4,savings,GBP,2024-10-08,,0.00
3276,17,loan,GBP,2024-06-26,,0.00
3277,1,savings,GBP,2024-08-22,,0.00
3278,965,credit_card,USD,2025-01-26,,0.00
3279,4,savings,EUR,2024-08-25,,0.00
3280,699,current,GBP,2024-04-15,,1000.00
3281,15,loan,EUR,2024-08-04,,0.00
3282,2,current,USD,2025-03-19,,0.00
3283,244,credit_card,GBP,2025-05-07,2026-04-08,0.00
3284,1,credit_card,GBP,2024-12-06,,0.00
3285,79,current,GBP,2024-02-23,,250.00
3286,2,current,EUR,2024-10-28,,1000.00
3287,3,current,USD,2025-10-26,,500.00
3288,111,current,GBP,2025-08-07,,2000.00
3289,2177,credit_card,USD,2024-11-18,,0.00
3290,36,savings,USD,2024-11-20,,0.00
3291,1438,current,USD,2024-03-07,,1000.00
3292,8,current,USD,2024-12-01,,1000.00
3293,24,current,USD,2025-08-26,2026-11-23,500.00
3294,1460,savings,GBP,2025-03-12,,0.00
3295,3844,savings,USD,2024-04-28,,0.00
3296,4,savings,GBP,2025-02-08,,0.00
3297,4,savings,GBP,2025-01-05,,0.00
3298,739,current,EUR,2024-01-22,,250.00
3299,3252,savings,GBP,2024-07-17,,0.00
3300,67,current,GBP,2024-05-05,,250.00
3301,13,savings,GBP,2025-12-17,,0.00
3302,163,current,GBP,2025-05-15,,2000.00
3303,284,loan,GBP,2025-10-16,,0.00
3304,3,current,GBP,2025-11-03,,250.00
3305,248,current,USD,2025-02-23,,500.00
3306,228,current,GBP,2024-11-19,,1000.00
3307,12,current,GBP,2025-07-22,,1000.00
3308,113,savings,USD,2024-04-09,,0.00
3309,3,current,GBP,2025-07-22,,250.00
3310,124,current,GBP,2025-11-01,,500.00
3311,3,savings,GBP,2024-03-09,,0.00
3312,191,credit_card,EUR,2024-03-21,2025-01-23,0.00
3313,55,credit_card,GBP,2024-03-30,,0.00
3314,4,current,GBP,2025-08-13,,2000.00
3315,1091,savings,USD,2024-09-14,,0.00
3316,225,savings,USD,2025-08-08,,0.00
3317,8,savings,GBP,2024-01-15,,0.00
3318,37,savings,EUR,2025-03-02,,0.00
3319,18,loan,USD,2024-08-09,,0.00
3320,7405,current,EUR,2024-02-29,2024-08-04,0.00
3321,992,savings,GBP,2024-03-18,,0.00
3322,19,savings,GBP,2025-11-13,,0.00
3323,1,savings,GBP,2025-03-09,,0.00
3324,15,loan,USD,2024-01-04,,0.00
3325,19,credit_card,GBP,2025-11-30,,0.00
3326,55,current,GBP,2025-06-16,,2000.00
3327,1657,credit_card,EUR,2024-11-16,,0.00
3328,1,current,GBP,2024-11-09,,0.00
3329,2,current,USD,2025-05-05,,250.00
3330,83,current,GBP,2024-05-24,,0.00
3331,1273,savings,USD,2025-08-01,,0.00
3332,3,current,USD,2025-01-04,,1000.00
3333,1,current,EUR,2024-11-29,,250.00
3334,1,current,GBP,2025-05-19,,1000.00
3335,1,savings,GBP,2024-11-20,,0.00
3336,245,credit_card,GBP,2024-06-12,,0.00
3337,5,current,GBP,2025-09-26,,1000.00
3338,168,current,EUR,2025-09-24,,0.00
3339,1876,current,USD,2024-07-11,,0.00
3340,977,current,GBP,2024-05-06,,500.00
3341,47,savings,GBP,2024-03-26,,0.00
3342,547,savings,GBP,2024-10-08,,0.00
3343,1,credit_card,USD,2025-03-29,,0.00
3344,256,current,GBP,2025-08-04,2026-06-22,1000.00
3345,1,savings,GBP,2024-04-28,,0.00
3346,21,current,GBP,2025-06-23,,1000.00
3347,1,current,USD,2024-10-03,,500.00
3348,3,current,GBP,2024-05-07,,2000.00
3349,26,current,GBP,2025-12-07,,500.00
3350,113,credit_card,GBP,2025-10-31,,0.00
3351,98,savings,GBP,2025-03-04,2025-07-13,0.00
3352,7,credit_card,GBP,2024-09-28,,0.00
3353,1,current,USD,2025-05-31,,0.00
3354,2,savings,GBP,2024-04-13,2025-02-27,0.00
3355,10,savings,GBP,2025-12-01,,0.00
3356,637,credit_card,EUR,2024-07-01,,0.00
3357,1,current,EUR,2025-09-13,,500.00
3358,1,current,GBP,2024-05-27,,1000.00
3359,6,savings,GBP,2025-09-30,,0.00
3360,1,current,EUR,2025-10-15,2027-01-02,0.00
3361,1,credit_card,GBP,2025-10-09,,0.00
3362,4,current,USD,2025-05-24,,250.00
3363,1,savings,USD,2025-12-12,,0.00
3364,4,credit_card,GBP,2024-10-11,,0.00
3365,1,loan,EUR,2025-12-12,,0.00
3366,5,savings,GBP,2024-07-21,,0.00
3367,2,current,EUR,2024-05-25,2025-04-15,1000.00
3368,19,current,GBP,2024-03-26,,250.00
3369,341,savings,EUR,2025-02-20,,0.00
3370,9,current,USD,2024-09-28,2024-12-13,500.00
3371,9,current,USD,2024-03-26,,1000.00
3372,583,current,GBP,2025-07-11,,500.00
3373,2,current,GBP,2025-11-24,,500.00
3374,19,credit_card,GBP,2024-01-17,,0.00
3375,174,loan,GBP,2024-10-13,,0.00
3376,15,current,EUR,2024-06-16,,0.00
3377,426,current,EUR,2024-02-17,,250.00
3378,2,savings,GBP,2025-10-09,,0.00
3379,10,savings,GBP,2025-07-19,,0.00
3380,1,savings,USD,2025-08-12,,0.00
3381,110,current,GBP,2025-01-29,,2000.00
3382,73,current,USD,2025-03-04,,1000.00
3383,149,current,USD,2024-09-09,2024-11-18,2000.00
3384,3437,current,USD,2025-09-27,,500.00
3385,531,current,USD,2024-05-30,,1000.00
3386,6,credit_card,GBP,2024-01-12,,0.00
3387,39,current,USD,2025-06-14,,0.00
3388,314,current,USD,2024-05-08,,1000.00
3389,3,credit_card,GBP,2025-06-28,,0.00
